# Gene Family	demo_Abundance-CPM
UniRef90_A0A139L6J7|unclassified	262.614
UniRef90_A0A0P0FQD5	262.589
UniRef90_A0A0P0FQD5|unclassified	262.589
UniRef90_E6SWP6	262.372
UniRef90_E6SWP6|unclassified	262.372
UniRef90_A0A139LLQ2	262.354
UniRef90_A0A139LLQ2|unclassified	262.354
UniRef90_R5B6U3	261.857
UniRef90_R5B6U3|unclassified	261.857
UniRef90_A0A139LKU2	261.681
UniRef90_A0A139LKU2|unclassified	261.681
UniRef90_A0A174PWD8	261.603
UniRef90_A0A174PWD8|unclassified	261.603
UniRef90_A0A0K6BRW1	261.315
UniRef90_A0A0K6BRW1|unclassified	261.315
UniRef90_A0A1G8KUQ5	261.289
UniRef90_A0A1G8KUQ5|unclassified	261.289
UniRef90_D7K2F6	261.24
UniRef90_D7K2F6|unclassified	261.24
UniRef90_R5B5F8	261.134
UniRef90_R5B5F8|unclassified	261.134
UniRef90_A7M567	260.849
UniRef90_A7M567|unclassified	260.849
UniRef90_A0A0P0G0R7	260.763
UniRef90_A0A0P0G0R7|unclassified	260.763
UniRef90_A0A174A5L9	260.723
UniRef90_A0A174A5L9|unclassified	260.723
UniRef90_R5BBS8	260.501
UniRef90_R5BBS8|unclassified	260.501
UniRef90_A7LVA7	260.485
UniRef90_A7LVA7|unclassified	260.485
UniRef90_R5B6X3	260.293
UniRef90_R5B6X3|unclassified	260.293
UniRef90_I8Y1X1	260.238
UniRef90_I8Y1X1|unclassified	260.238
UniRef90_A0A108TAW7	259.612
UniRef90_A0A108TAW7|unclassified	259.612
UniRef90_R5AW26	259.392
UniRef90_R5AW26|unclassified	259.392
UniRef90_R5B7G3	258.862
UniRef90_R5B7G3|unclassified	258.862
UniRef90_R5AUH3	258.826
UniRef90_R5AUH3|unclassified	258.826
UniRef90_Q64MT2	258.723
UniRef90_Q64MT2|unclassified	258.723
UniRef90_R5B0S4	257.782
UniRef90_R5B0S4|unclassified	257.782
UniRef90_C3QMX5	257.557
UniRef90_C3QMX5|unclassified	257.557
UniRef90_A0A173ZMA6	257.528
UniRef90_A0A173ZMA6|unclassified	257.528
UniRef90_R5B9K3	257.22
UniRef90_R5B9K3|unclassified	257.22
UniRef90_R6K4C9	256.728
UniRef90_R6K4C9|unclassified	256.728
UniRef90_W6P7N8	256.5
UniRef90_W6P7N8|unclassified	256.5
UniRef90_D6D1E7	256.487
UniRef90_D6D1E7|unclassified	256.487
UniRef90_D4VEY3	256.247
UniRef90_D4VEY3|unclassified	256.247
UniRef90_A0A0N7I9R2	256.132
UniRef90_A0A0N7I9R2|unclassified	256.132
UniRef90_A0A174HNN1	255.509
UniRef90_A0A174HNN1|unclassified	255.509
UniRef90_R5ATX0	255.433
UniRef90_R5ATX0|unclassified	255.433
UniRef90_A0A174EM69	255.378
UniRef90_A0A174EM69|unclassified	255.378
UniRef90_R5B4L9	255.05
UniRef90_R5B4L9|unclassified	255.05
UniRef90_R5AYN6	254.903
UniRef90_R5AYN6|unclassified	254.903
UniRef90_A0A174BG28	254.887
UniRef90_A0A174BG28|unclassified	254.887
UniRef90_A0A0P0FL79	254.732
UniRef90_A0A0P0FL79|unclassified	254.732
UniRef90_Q8A4T0	254.648
UniRef90_Q8A4T0|unclassified	254.648
UniRef90_A0A0P0F1S2	254.423
UniRef90_A0A0P0F1S2|unclassified	254.423
UniRef90_A0A173Y034	254.35
UniRef90_A0A173Y034|unclassified	254.35
UniRef90_R5AZG4	254.332
UniRef90_R5AZG4|unclassified	254.332
UniRef90_R5B827	254.172
UniRef90_R5B827|unclassified	254.172
UniRef90_C7EXL6	253.572
UniRef90_C7EXL6|unclassified	253.572
UniRef90_A0A0N7I9D9	253.386
UniRef90_A0A0N7I9D9|unclassified	253.386
UniRef90_Q8A9E3	253.204
UniRef90_Q8A9E3|unclassified	253.204
UniRef90_R5AUJ6	252.362
UniRef90_R5AUJ6|unclassified	252.362
UniRef90_Q8A9S7	252.347
UniRef90_Q8A9S7|unclassified	252.347
UniRef90_A0A139L5E5	252.346
UniRef90_A0A139L5E5|unclassified	252.346
UniRef90_R5B5P7	252.303
UniRef90_R5B5P7|unclassified	252.303
UniRef90_E5C7M6	252.219
UniRef90_E5C7M6|unclassified	252.219
UniRef90_R5B6L6	251.702
UniRef90_R5B6L6|unclassified	251.702
UniRef90_A0A174HVD1	251.632
UniRef90_A0A174HVD1|unclassified	251.632
UniRef90_R5B341	251.578
UniRef90_R5B341|unclassified	251.578
UniRef90_A0A139LIY2	251.565
UniRef90_A0A139LIY2|unclassified	251.565
UniRef90_D4VKF8	251.54
UniRef90_D4VKF8|unclassified	251.54
UniRef90_Q8A015	251.496
UniRef90_Q8A015|unclassified	251.496
UniRef90_A0A1Q6HGU0	251.291
UniRef90_A0A1Q6HGU0|unclassified	251.291
UniRef90_A0A0P0LFD2	251.174
UniRef90_A0A0P0LFD2|unclassified	251.174
UniRef90_A0A374WAD7	250.893
UniRef90_A0A374WAD7|unclassified	250.893
UniRef90_Q8A988	250.802
UniRef90_Q8A988|unclassified	250.802
UniRef90_A0A174HQM1	250.007
UniRef90_A0A174HQM1|unclassified	250.007
UniRef90_R5B1V9	249.941
UniRef90_R5B1V9|unclassified	249.941
UniRef90_W4PT75	249.797
UniRef90_W4PT75|unclassified	249.797
UniRef90_Q5LES4	249.448
UniRef90_Q5LES4|unclassified	249.448
UniRef90_A0A0P0FJ65	249.08
UniRef90_A0A0P0FJ65|unclassified	249.08
UniRef90_A0A174ICF1	248.571
UniRef90_A0A174ICF1|unclassified	248.571
UniRef90_A0A1Y4V0U7	248.056
UniRef90_A0A1Y4V0U7|unclassified	248.056
UniRef90_Q8A7Z7	248.007
UniRef90_Q8A7Z7|unclassified	248.007
UniRef90_R5J6I6	247.612
UniRef90_R5J6I6|unclassified	247.612
UniRef90_A0A173YU32	247.548
UniRef90_A0A173YU32|unclassified	247.548
UniRef90_Q8ABA5	247.529
UniRef90_Q8ABA5|unclassified	247.529
UniRef90_D6CWS1	247.443
UniRef90_D6CWS1|unclassified	247.443
UniRef90_Q5LGS0	247.21
UniRef90_Q5LGS0|unclassified	247.21
UniRef90_R6JS88	246.73
UniRef90_R6JS88|unclassified	246.73
UniRef90_A0A0P0EPP4	246.645
UniRef90_A0A0P0EPP4|unclassified	246.645
UniRef90_A0A127SQY3	246.385
UniRef90_A0A127SQY3|unclassified	246.385
UniRef90_R5B6W9	246.043
UniRef90_R5B6W9|unclassified	246.043
UniRef90_A0A1C7H343	245.738
UniRef90_A0A1C7H343|unclassified	245.738
UniRef90_Q8A602	245.716
UniRef90_Q8A602|unclassified	245.716
UniRef90_A0A174IDF9	245.305
UniRef90_A0A174IDF9|unclassified	245.305
UniRef90_Q5LI10	245.113
UniRef90_Q5LI10|unclassified	245.113
UniRef90_A0A174LZE5	244.863
UniRef90_A0A174LZE5|unclassified	244.863
UniRef90_A7M5U2	244.862
UniRef90_A7M5U2|unclassified	244.862
UniRef90_A0A3E4N5Q3	244.842
UniRef90_A0A3E4N5Q3|unclassified	244.842
UniRef90_A7M052	244.807
UniRef90_A7M052|unclassified	244.807
UniRef90_R5UQ08	244.545
UniRef90_R5UQ08|unclassified	244.545
UniRef90_R5AXN7	244.504
UniRef90_R5AXN7|unclassified	244.504
UniRef90_R5AVW3	244.346
UniRef90_R5AVW3|unclassified	244.346
UniRef90_D6D7C4	244.235
UniRef90_D6D7C4|unclassified	244.235
UniRef90_A0A396E6V7	244.232
UniRef90_A0A396E6V7|unclassified	244.232
UniRef90_A0A174SRM5	244.121
UniRef90_A0A174SRM5|unclassified	244.121
UniRef90_R5AY00	244.032
UniRef90_R5AY00|unclassified	244.032
UniRef90_A0A174B5L8	243.984
UniRef90_A0A174B5L8|unclassified	243.984
UniRef90_R5UAH2	243.945
UniRef90_R5UAH2|unclassified	243.945
UniRef90_A0A174JKN3	243.873
UniRef90_A0A174JKN3|unclassified	243.873
UniRef90_R5B7C0	242.138
UniRef90_R5B7C0|unclassified	242.138
UniRef90_A0A174H2K0	241.436
UniRef90_A0A174H2K0|unclassified	241.436
UniRef90_R5B9J9	241.359
UniRef90_R5B9J9|unclassified	241.359
UniRef90_R5B368	241.356
UniRef90_R5B368|unclassified	241.356
UniRef90_F0QZQ8	241.188
UniRef90_F0QZQ8|unclassified	241.188
UniRef90_A7LTY6	241.159
UniRef90_A7LTY6|unclassified	241.159
UniRef90_R5B076	241.09
UniRef90_R5B076|unclassified	241.09
UniRef90_R5AWU8	240.783
UniRef90_R5AWU8|unclassified	240.783
UniRef90_A0A1H4GMW8	240.773
UniRef90_A0A1H4GMW8|unclassified	240.773
UniRef90_R5B8N5	240.656
UniRef90_R5B8N5|unclassified	240.656
UniRef90_A0A1G8C9V6	240.44
UniRef90_A0A1G8C9V6|unclassified	240.44
UniRef90_J9FQ94	240.047
UniRef90_J9FQ94|unclassified	240.047
UniRef90_R5AV02	240.039
UniRef90_R5AV02|unclassified	240.039
UniRef90_A7LXT3	240.035
UniRef90_A7LXT3|unclassified	240.035
UniRef90_I8Y2T9	239.43
UniRef90_I8Y2T9|unclassified	239.43
UniRef90_A0A1Q6HG70	239.193
UniRef90_A0A1Q6HG70|unclassified	239.193
UniRef90_R6JJ34	238.049
UniRef90_R6JJ34|unclassified	238.049
UniRef90_B3C8U6	237.549
UniRef90_B3C8U6|unclassified	237.549
UniRef90_A0A396DCW5	237.261
UniRef90_A0A396DCW5|unclassified	237.261
UniRef90_Q8A756	237.14
UniRef90_Q8A756|unclassified	237.14
UniRef90_A0A174GXH8	236.951
UniRef90_A0A174GXH8|unclassified	236.951
UniRef90_W6P0M0	236.861
UniRef90_W6P0M0|unclassified	236.861
UniRef90_R6JF12	236.055
UniRef90_R6JF12|unclassified	236.055
UniRef90_R6JRX9	235.542
UniRef90_R6JRX9|unclassified	235.542
UniRef90_A0A1Y4PT47	235.428
UniRef90_A0A1Y4PT47|unclassified	235.428
UniRef90_A0A174KCB9	235.334
UniRef90_A0A174KCB9|unclassified	235.334
UniRef90_R5B6J1	235.252
UniRef90_R5B6J1|unclassified	235.252
UniRef90_R5BC18	234.726
UniRef90_R5BC18|unclassified	234.726
UniRef90_A0A149NK84	234.675
UniRef90_A0A149NK84|unclassified	234.675
UniRef90_Q8AAD5	234.63
UniRef90_Q8AAD5|unclassified	234.63
UniRef90_A0A173ZDE9	234.433
UniRef90_A0A173ZDE9|unclassified	234.433
UniRef90_A0A173Y5H7	234.323
UniRef90_A0A173Y5H7|unclassified	234.323
UniRef90_R5U104	234.275
UniRef90_R5U104|unclassified	234.275
UniRef90_C3QK31	234.102
UniRef90_C3QK31|unclassified	234.102
UniRef90_F7M4D0	234.098
UniRef90_F7M4D0|unclassified	234.098
UniRef90_A7LXS9	233.656
UniRef90_A7LXS9|unclassified	233.656
UniRef90_A0A1C7GWQ8	233.533
UniRef90_A0A1C7GWQ8|unclassified	233.533
UniRef90_A0A379MX02	233.311
UniRef90_A0A379MX02|unclassified	233.311
UniRef90_Q8A155	233.268
UniRef90_Q8A155|unclassified	233.268
UniRef90_A0A174BCV4	233.116
UniRef90_A0A174BCV4|unclassified	233.116
UniRef90_R6JDH2	233.045
UniRef90_R6JDH2|unclassified	233.045
UniRef90_A0A173ZMH7	232.963
UniRef90_A0A173ZMH7|unclassified	232.963
UniRef90_J9CPY3	232.958
UniRef90_J9CPY3|unclassified	232.958
UniRef90_R5B7A8	232.818
UniRef90_R5B7A8|unclassified	232.818
UniRef90_R6JRP7	232.661
UniRef90_R6JRP7|unclassified	232.661
UniRef90_F3ZUH0	231.685
UniRef90_F3ZUH0|unclassified	231.685
UniRef90_Q5L883	231.424
UniRef90_Q5L883|unclassified	231.424
UniRef90_R5BAC3	231.33
UniRef90_R5BAC3|unclassified	231.33
UniRef90_R5BBL5	231.249
UniRef90_R5BBL5|unclassified	231.249
UniRef90_Q5GBH5	231.165
UniRef90_Q5GBH5|unclassified	231.165
UniRef90_A0A1Q6H0Q3	230.801
UniRef90_A0A1Q6H0Q3|unclassified	230.801
UniRef90_A0A1C5UC91	230.711
UniRef90_A0A1C5UC91|unclassified	230.711
UniRef90_A0A0P0F2Q3	230.665
UniRef90_A0A0P0F2Q3|unclassified	230.665
UniRef90_A0A0P0EX57	229.818
UniRef90_A0A0P0EX57|unclassified	229.818
UniRef90_R5AZQ9	229.581
UniRef90_R5AZQ9|unclassified	229.581
UniRef90_R5AUD7	229.496
UniRef90_R5AUD7|unclassified	229.496
UniRef90_A7LW86	229.376
UniRef90_A7LW86|unclassified	229.376
UniRef90_R5AXM7	229.23
UniRef90_R5AXM7|unclassified	229.23
UniRef90_R5B235	229.228
UniRef90_R5B235|unclassified	229.228
UniRef90_A0A174GL93	229.223
UniRef90_A0A174GL93|unclassified	229.223
UniRef90_A7M1I8	228.913
UniRef90_A7M1I8|unclassified	228.913
UniRef90_A0A174KKL7	228.768
UniRef90_A0A174KKL7|unclassified	228.768
UniRef90_E4MBS5	228.747
UniRef90_E4MBS5|unclassified	228.747
UniRef90_R5B7L5	228.516
UniRef90_R5B7L5|unclassified	228.516
UniRef90_R5V888	228.481
UniRef90_R5V888|unclassified	228.481
UniRef90_A0A174P4Q0	228.283
UniRef90_A0A174P4Q0|unclassified	228.283
UniRef90_A0A174DWF4	228.055
UniRef90_A0A174DWF4|unclassified	228.055
UniRef90_D4VLJ3	228.045
UniRef90_D4VLJ3|unclassified	228.045
UniRef90_R5B201	227.997
UniRef90_R5B201|unclassified	227.997
UniRef90_A0A174TSW6	227.947
UniRef90_A0A174TSW6|unclassified	227.947
UniRef90_R5UHY5	227.794
UniRef90_R5UHY5|unclassified	227.794
UniRef90_R5B4B1	227.766
UniRef90_R5B4B1|unclassified	227.766
UniRef90_A0A1G6GBD4	227.526
UniRef90_A0A1G6GBD4|unclassified	227.526
UniRef90_A0A1C0WM67	227.233
UniRef90_A0A1C0WM67|unclassified	227.233
UniRef90_R5B0X2	227.229
UniRef90_R5B0X2|unclassified	227.229
UniRef90_A0A396DAQ0	227.112
UniRef90_A0A396DAQ0|unclassified	227.112
UniRef90_A0A396E7W7	226.877
UniRef90_A0A396E7W7|unclassified	226.877
UniRef90_R5AYT3	226.072
UniRef90_R5AYT3|unclassified	226.072
UniRef90_R5AWI9	225.73
UniRef90_R5AWI9|unclassified	225.73
UniRef90_A7LXT7	225.27
UniRef90_A7LXT7|unclassified	225.27
UniRef90_A5ZF58	225.226
UniRef90_A5ZF58|unclassified	225.226
UniRef90_A0A0N7J7H2	225.17
UniRef90_A0A0N7J7H2|unclassified	225.17
UniRef90_Q9XDI7	225.097
UniRef90_Q9XDI7|unclassified	225.097
UniRef90_A5ZK94	224.87
UniRef90_A5ZK94|unclassified	224.87
UniRef90_E4MF25	224.604
UniRef90_E4MF25|unclassified	224.604
UniRef90_A0A0K6BWG7	224.506
UniRef90_A0A0K6BWG7|unclassified	224.506
UniRef90_D4INT6	224.183
UniRef90_D4INT6|unclassified	224.183
UniRef90_A0A229I9B0	224.025
UniRef90_A0A229I9B0|unclassified	224.025
UniRef90_A0A174SFD0	223.937
UniRef90_A0A174SFD0|unclassified	223.937
UniRef90_Q8A004	223.882
UniRef90_Q8A004|unclassified	223.882
UniRef90_K5DEK0	223.194
UniRef90_K5DEK0|unclassified	223.194
UniRef90_R5B4S5	222.938
UniRef90_R5B4S5|unclassified	222.938
UniRef90_R5B3W3	222.9
UniRef90_R5B3W3|unclassified	222.9
UniRef90_A0A174MU54	222.89
UniRef90_A0A174MU54|unclassified	222.89
UniRef90_R5B0S5	222.846
UniRef90_R5B0S5|unclassified	222.846
UniRef90_D6D0J5	222.495
UniRef90_D6D0J5|unclassified	222.495
UniRef90_A0A0P0FB50	222.422
UniRef90_A0A0P0FB50|unclassified	222.422
UniRef90_R5B0J5	222.4
UniRef90_R5B0J5|unclassified	222.4
UniRef90_A0A174QXP9	222.223
UniRef90_A0A174QXP9|unclassified	222.223
UniRef90_R5B005	222.083
UniRef90_R5B005|unclassified	222.083
UniRef90_D4WFW2	221.944
UniRef90_D4WFW2|unclassified	221.944
UniRef90_Q8A2T6	221.776
UniRef90_Q8A2T6|unclassified	221.776
UniRef90_A0A174HJW9	221.584
UniRef90_A0A174HJW9|unclassified	221.584
UniRef90_K1UTW3	221.134
UniRef90_K1UTW3|unclassified	221.134
UniRef90_R5AK48	221.108
UniRef90_R5AK48|unclassified	221.108
UniRef90_R5AXC4	220.956
UniRef90_R5AXC4|unclassified	220.956
UniRef90_A0A174F3G3	220.806
UniRef90_A0A174F3G3|unclassified	220.806
UniRef90_R5B3I4	220.643
UniRef90_R5B3I4|unclassified	220.643
UniRef90_R5B5D6	220.47
UniRef90_R5B5D6|unclassified	220.47
UniRef90_R5AXP3	220.407
UniRef90_R5AXP3|unclassified	220.407
UniRef90_A0A0P0EXU8	220.388
UniRef90_A0A0P0EXU8|unclassified	220.388
UniRef90_R5B727	219.862
UniRef90_R5B727|unclassified	219.862
UniRef90_A0A174LV37	219.844
UniRef90_A0A174LV37|unclassified	219.844
UniRef90_R6JLX2	219.828
UniRef90_R6JLX2|unclassified	219.828
UniRef90_R5B2F3	219.629
UniRef90_R5B2F3|unclassified	219.629
UniRef90_A0A174S2F0	219.611
UniRef90_A0A174S2F0|unclassified	219.611
UniRef90_R5B6P7	219.603
UniRef90_R5B6P7|unclassified	219.603
UniRef90_A0A174D7L6	219.568
UniRef90_A0A174D7L6|unclassified	219.568
UniRef90_E5C4H1	219.494
UniRef90_E5C4H1|unclassified	219.494
UniRef90_R5AZC7	219.243
UniRef90_R5AZC7|unclassified	219.243
UniRef90_Q8A7Z6	219.216
UniRef90_Q8A7Z6|unclassified	219.216
UniRef90_R6K7N6	218.888
UniRef90_R6K7N6|unclassified	218.888
UniRef90_Q5L925	218.701
UniRef90_Q5L925|unclassified	218.701
UniRef90_A0A174G9L9	218.482
UniRef90_A0A174G9L9|unclassified	218.482
UniRef90_R5B7F1	218.189
UniRef90_R5B7F1|unclassified	218.189
UniRef90_A0A174IBZ4	218.115
UniRef90_A0A174IBZ4|unclassified	218.115
UniRef90_A0A174SRT8	218.095
UniRef90_A0A174SRT8|unclassified	218.095
UniRef90_A0A0P0ESN7	217.856
UniRef90_A0A0P0ESN7|unclassified	217.856
UniRef90_C3QYN1	217.722
UniRef90_C3QYN1|unclassified	217.722
UniRef90_A0A0K6BSD3	217.49
UniRef90_A0A0K6BSD3|unclassified	217.49
UniRef90_A0A1C5WG44	217.477
UniRef90_A0A1C5WG44|unclassified	217.477
UniRef90_A0A174N140	216.947
UniRef90_A0A174N140|unclassified	216.947
UniRef90_A0A1C5QPV6	216.913
UniRef90_A0A1C5QPV6|unclassified	216.913
UniRef90_A0A174CG46	216.837
UniRef90_A0A174CG46|unclassified	216.837
UniRef90_A7AGQ5	216.775
UniRef90_A7AGQ5|unclassified	216.775
UniRef90_A0A174IX29	216.619
UniRef90_A0A174IX29|unclassified	216.619
UniRef90_A0A1H4H2Q6	216.558
UniRef90_A0A1H4H2Q6|unclassified	216.558
UniRef90_Q8A9U7	216.528
UniRef90_Q8A9U7|unclassified	216.528
UniRef90_A0A174DNM6	216.381
UniRef90_A0A174DNM6|unclassified	216.381
UniRef90_A0A139JZF9	216.354
UniRef90_A0A139JZF9|unclassified	216.354
UniRef90_C9KTT1	216.245
UniRef90_C9KTT1|unclassified	216.245
UniRef90_R5B1M9	216.241
UniRef90_R5B1M9|unclassified	216.241
UniRef90_A0A015RZR7	216.161
UniRef90_A0A015RZR7|unclassified	216.161
UniRef90_R5B269	216.08
UniRef90_R5B269|unclassified	216.08
UniRef90_R6D1I7	215.564
UniRef90_R6D1I7|unclassified	215.564
UniRef90_R5AX61	215.537
UniRef90_R5AX61|unclassified	215.537
UniRef90_W6P8M8	215.521
UniRef90_W6P8M8|unclassified	215.521
UniRef90_R5AXB3	215.353
UniRef90_R5AXB3|unclassified	215.353
UniRef90_R6KC52	215.334
UniRef90_R6KC52|unclassified	215.334
UniRef90_C3R293	215.034
UniRef90_C3R293|unclassified	215.034
UniRef90_C3QIV3	214.965
UniRef90_C3QIV3|unclassified	214.965
UniRef90_D4WGE0	214.95
UniRef90_D4WGE0|unclassified	214.95
UniRef90_R5AYC2	214.947
UniRef90_R5AYC2|unclassified	214.947
UniRef90_A0A0N7IAD3	214.918
UniRef90_A0A0N7IAD3|unclassified	214.918
UniRef90_A0A0P0M4J7	214.489
UniRef90_A0A0P0M4J7|unclassified	214.489
UniRef90_R6VBY9	214.354
UniRef90_R6VBY9|unclassified	214.354
UniRef90_E4MDP1	214.341
UniRef90_E4MDP1|unclassified	214.341
UniRef90_P94316	214.271
UniRef90_P94316|unclassified	214.271
UniRef90_Q8A5W4	213.524
UniRef90_Q8A5W4|unclassified	213.524
UniRef90_K1SGA1	213.309
UniRef90_K1SGA1|unclassified	213.309
UniRef90_A0A173WTB2	213.301
UniRef90_A0A173WTB2|unclassified	213.301
UniRef90_R5AX63	213.245
UniRef90_R5AX63|unclassified	213.245
UniRef90_D6D4L3	212.951
UniRef90_D6D4L3|unclassified	212.951
UniRef90_R5UBE0	212.592
UniRef90_R5UBE0|unclassified	212.592
UniRef90_A0A395VY04	212.231
UniRef90_A0A395VY04|unclassified	212.231
UniRef90_A0A174LXZ3	212.159
UniRef90_A0A174LXZ3|unclassified	212.159
UniRef90_A0A0P0F5D8	211.907
UniRef90_A0A0P0F5D8|unclassified	211.907
UniRef90_A0A0P0FHT8	211.721
UniRef90_A0A0P0FHT8|unclassified	211.721
UniRef90_A0A1Y4VQK7	211.302
UniRef90_A0A1Y4VQK7|unclassified	211.302
UniRef90_A0A174J7F2	210.284
UniRef90_A0A174J7F2|unclassified	210.284
UniRef90_A0A174IL38	210.192
UniRef90_A0A174IL38|unclassified	210.192
UniRef90_R5AVP1	210.048
UniRef90_R5AVP1|unclassified	210.048
UniRef90_R5B0E1	209.779
UniRef90_R5B0E1|unclassified	209.779
UniRef90_I8UVW8	209.691
UniRef90_I8UVW8|unclassified	209.691
UniRef90_R5B181	209.621
UniRef90_R5B181|unclassified	209.621
UniRef90_Q8A0Z8	209.524
UniRef90_Q8A0Z8|unclassified	209.524
UniRef90_Q8A9M2	209.02
UniRef90_Q8A9M2|unclassified	209.02
UniRef90_R5B6R8	208.819
UniRef90_R5B6R8|unclassified	208.819
UniRef90_A7LXU0	208.569
UniRef90_A7LXU0|unclassified	208.569
UniRef90_R5AZR2	208.483
UniRef90_R5AZR2|unclassified	208.483
UniRef90_A0A359G3Q4	208.039
UniRef90_A0A359G3Q4|unclassified	208.039
UniRef90_A0A174JZ60	207.694
UniRef90_A0A174JZ60|unclassified	207.694
UniRef90_R5B579	207.322
UniRef90_R5B579|unclassified	207.322
UniRef90_R5B3V8	207.218
UniRef90_R5B3V8|unclassified	207.218
UniRef90_A0A174Q0Y4	207.104
UniRef90_A0A174Q0Y4|unclassified	207.104
UniRef90_B0NR91	206.753
UniRef90_B0NR91|unclassified	206.753
UniRef90_R5AYL9	206.734
UniRef90_R5AYL9|unclassified	206.734
UniRef90_R5B0Z4	206.706
UniRef90_R5B0Z4|unclassified	206.706
UniRef90_A0A174GQN8	206.65
UniRef90_A0A174GQN8|unclassified	206.65
UniRef90_Q8A9C3	206.583
UniRef90_Q8A9C3|unclassified	206.583
UniRef90_R5AWV0	206.547
UniRef90_R5AWV0|unclassified	206.547
UniRef90_R5B0K0	206.529
UniRef90_R5B0K0|unclassified	206.529
UniRef90_F7L751	206.524
UniRef90_F7L751|unclassified	206.524
UniRef90_Q8A1G8	206.464
UniRef90_Q8A1G8|unclassified	206.464
UniRef90_C3QHZ2	206.027
UniRef90_C3QHZ2|unclassified	206.027
UniRef90_R5B7X3	205.908
UniRef90_R5B7X3|unclassified	205.908
UniRef90_A0A174ISI2	205.744
UniRef90_A0A174ISI2|unclassified	205.744
UniRef90_R5AVR3	205.744
UniRef90_R5AVR3|unclassified	205.744
UniRef90_E6SSP6	205.663
UniRef90_E6SSP6|unclassified	205.663
UniRef90_A0A3E5I0W7	205.523
UniRef90_A0A3E5I0W7|unclassified	205.523
UniRef90_R5AYL3	205.46
UniRef90_R5AYL3|unclassified	205.46
UniRef90_A0A0P0ET45	205.401
UniRef90_A0A0P0ET45|unclassified	205.401
UniRef90_D6D4K9	205.307
UniRef90_D6D4K9|unclassified	205.307
UniRef90_Q8A251	205.146
UniRef90_Q8A251|unclassified	205.146
UniRef90_A0A0P0GLR1	204.979
UniRef90_A0A0P0GLR1|unclassified	204.979
UniRef90_A0A0K6BY04	204.687
UniRef90_A0A0K6BY04|unclassified	204.687
UniRef90_A0A174XUZ0	204.669
UniRef90_A0A174XUZ0|unclassified	204.669
UniRef90_A0A174SKG1	204.587
UniRef90_A0A174SKG1|unclassified	204.587
UniRef90_A0A174DPN8	203.943
UniRef90_A0A174DPN8|unclassified	203.943
UniRef90_Q8A9K9	203.322
UniRef90_Q8A9K9|unclassified	203.322
UniRef90_R5AXP1	203.287
UniRef90_R5AXP1|unclassified	203.287
UniRef90_R5BBF4	203.231
UniRef90_R5BBF4|unclassified	203.231
UniRef90_R5BAV0	203.139
UniRef90_R5BAV0|unclassified	203.139
UniRef90_R5B2C8	203.048
UniRef90_R5B2C8|unclassified	203.048
UniRef90_A0A0K6BS94	203.033
UniRef90_A0A0K6BS94|unclassified	203.033
UniRef90_A0A3E4FX90	202.972
UniRef90_A0A3E4FX90|unclassified	202.972
UniRef90_R5B6N9	202.852
UniRef90_R5B6N9|unclassified	202.852
UniRef90_A0A0P0EYM6	202.722
UniRef90_A0A0P0EYM6|unclassified	202.722
UniRef90_A0A0P0FFX2	202.693
UniRef90_A0A0P0FFX2|unclassified	202.693
UniRef90_R5B898	202.614
UniRef90_R5B898|unclassified	202.614
UniRef90_A0A174UDK6	202.468
UniRef90_A0A174UDK6|unclassified	202.468
UniRef90_A0A0P0EQI7	202.352
UniRef90_A0A0P0EQI7|unclassified	202.352
UniRef90_A0A174BXG5	201.736
UniRef90_A0A174BXG5|unclassified	201.736
UniRef90_Q8A765	201.443
UniRef90_Q8A765|unclassified	201.443
UniRef90_A0A174MA11	201.431
UniRef90_A0A174MA11|unclassified	201.431
UniRef90_C9KYZ7	201.385
UniRef90_C9KYZ7|unclassified	201.385
UniRef90_Q8A6N4	201.261
UniRef90_Q8A6N4|unclassified	201.261
UniRef90_A0A395VXT0	201.208
UniRef90_A0A395VXT0|unclassified	201.208
UniRef90_A0A173ZKC7	201.117
UniRef90_A0A173ZKC7|unclassified	201.117
UniRef90_A0A139K5D5	201.014
UniRef90_A0A139K5D5|unclassified	201.014
UniRef90_Q8ABA7	200.66
UniRef90_Q8ABA7|unclassified	200.66
UniRef90_R5B2X1	200.644
UniRef90_R5B2X1|unclassified	200.644
UniRef90_A0A174JG35	200.329
UniRef90_A0A174JG35|unclassified	200.329
UniRef90_A0A174MI02	200.273
UniRef90_A0A174MI02|unclassified	200.273
UniRef90_R5AYD4	200.247
UniRef90_R5AYD4|unclassified	200.247
UniRef90_A0A374W993	200.16
UniRef90_A0A374W993|unclassified	200.16
UniRef90_B0MXH6	200.116
UniRef90_B0MXH6|unclassified	200.116
UniRef90_Q8A287	199.94
UniRef90_Q8A287|unclassified	199.94
UniRef90_A0A1I4VG25	199.776
UniRef90_A0A1I4VG25|unclassified	199.776
UniRef90_E4MEC8	199.513
UniRef90_E4MEC8|unclassified	199.513
UniRef90_A0A173Y5Y0	199.357
UniRef90_A0A173Y5Y0|unclassified	199.357
UniRef90_A0A3C1HYB8	199.215
UniRef90_A0A3C1HYB8|unclassified	199.215
UniRef90_Q8A608	199.17
UniRef90_Q8A608|unclassified	199.17
UniRef90_P15623	199.148
UniRef90_P15623|unclassified	199.148
UniRef90_A0A174RCV9	199.097
UniRef90_A0A174RCV9|unclassified	199.097
